Index	X	Sigmoid	Recon	Hex
1273	1.243366	0.776149	0.776150	0x00C6B1C
1274	1.244343	0.776319	0.776320	0x00C6BCE
1275	1.245320	0.776489	0.776488	0x00C6C7F
1276	1.246297	0.776658	0.776658	0x00C6D31
1277	1.247273	0.776828	0.776828	0x00C6DE3
1278	1.248250	0.776997	0.776997	0x00C6E94
1279	1.249227	0.777166	0.777166	0x00C6F46
1280	1.250203	0.777335	0.777335	0x00C6FF7
1281	1.251180	0.777504	0.777504	0x00C70A8
1282	1.252157	0.777673	0.777673	0x00C7159
1283	1.253134	0.777842	0.777842	0x00C720A
1284	1.254110	0.778011	0.778010	0x00C72BB
1285	1.255087	0.778179	0.778179	0x00C736C
1286	1.256064	0.778348	0.778348	0x00C741D
1287	1.257041	0.778516	0.778516	0x00C74CD
1288	1.258017	0.778685	0.778685	0x00C757E
1289	1.258994	0.778853	0.778852	0x00C762E
1290	1.259971	0.779021	0.779021	0x00C76DF
1291	1.260947	0.779189	0.779189	0x00C778F
1292	1.261924	0.779357	0.779357	0x00C783F
1293	1.262901	0.779525	0.779525	0x00C78EF
1294	1.263878	0.779693	0.779693	0x00C799F
1295	1.264854	0.779861	0.779860	0x00C7A4F
1296	1.265831	0.780028	0.780028	0x00C7AFF
1297	1.266808	0.780196	0.780196	0x00C7BAF
1298	1.267784	0.780363	0.780363	0x00C7C5E
1299	1.268761	0.780531	0.780531	0x00C7D0E
1300	1.269738	0.780698	0.780698	0x00C7DBD
1301	1.270715	0.780865	0.780865	0x00C7E6C
1302	1.271691	0.781032	0.781033	0x00C7F1C
1303	1.272668	0.781199	0.781199	0x00C7FCB
1304	1.273645	0.781366	0.781366	0x00C807A
1305	1.274622	0.781533	0.781533	0x00C8129
1306	1.275598	0.781700	0.781699	0x00C81D7
1307	1.276575	0.781866	0.781866	0x00C8286
1308	1.277552	0.782033	0.782033	0x00C8335
1309	1.278528	0.782199	0.782199	0x00C83E3
1310	1.279505	0.782366	0.782366	0x00C8492
1311	1.280482	0.782532	0.782532	0x00C8540
1312	1.281459	0.782698	0.782698	0x00C85EE
1313	1.282435	0.782864	0.782864	0x00C869C
1314	1.283412	0.783030	0.783030	0x00C874A
1315	1.284389	0.783196	0.783195	0x00C87F8
1316	1.285365	0.783362	0.783361	0x00C88A6
1317	1.286342	0.783527	0.783527	0x00C8954
1318	1.287319	0.783693	0.783693	0x00C8A02
1319	1.288296	0.783859	0.783858	0x00C8AAF
1320	1.289272	0.784024	0.784024	0x00C8B5D
1321	1.290249	0.784189	0.784189	0x00C8C0A
1322	1.291226	0.784355	0.784354	0x00C8CB7
1323	1.292203	0.784520	0.784520	0x00C8D65
1324	1.293179	0.784685	0.784685	0x00C8E12
1325	1.294156	0.784850	0.784850	0x00C8EBF
1326	1.295133	0.785015	0.785015	0x00C8F6C
1327	1.296109	0.785179	0.785179	0x00C9018
1328	1.297086	0.785344	0.785344	0x00C90C5
1329	1.298063	0.785509	0.785509	0x00C9172
1330	1.299040	0.785673	0.785673	0x00C921E
1331	1.300016	0.785838	0.785838	0x00C92CB
1332	1.300993	0.786002	0.786002	0x00C9377
1333	1.301970	0.786166	0.786166	0x00C9423
1334	1.302946	0.786330	0.786330	0x00C94CF
1335	1.303923	0.786495	0.786494	0x00C957B
1336	1.304900	0.786658	0.786658	0x00C9627
1337	1.305877	0.786822	0.786822	0x00C96D3
1338	1.306853	0.786986	0.786986	0x00C977F
1339	1.307830	0.787150	0.787149	0x00C982A
1340	1.308807	0.787313	0.787313	0x00C98D6
1341	1.309783	0.787477	0.787477	0x00C9981
1342	1.310760	0.787640	0.787641	0x00C9A2D
1343	1.311737	0.787804	0.787804	0x00C9AD8
1344	1.312714	0.787967	0.787967	0x00C9B83
1345	1.313690	0.788130	0.788130	0x00C9C2E
1346	1.314667	0.788293	0.788293	0x00C9CD9
1347	1.315644	0.788456	0.788456	0x00C9D84
1348	1.316621	0.788619	0.788619	0x00C9E2F
1349	1.317597	0.788782	0.788782	0x00C9EDA
1350	1.318574	0.788944	0.788944	0x00C9F84
1351	1.319551	0.789107	0.789107	0x00CA02F
1352	1.320527	0.789269	0.789269	0x00CA0D9
1353	1.321504	0.789432	0.789432	0x00CA183
1354	1.322481	0.789594	0.789594	0x00CA22D
1355	1.323458	0.789756	0.789757	0x00CA2D8
1356	1.324434	0.789919	0.789919	0x00CA382
1357	1.325411	0.790081	0.790081	0x00CA42C
1358	1.326388	0.790242	0.790242	0x00CA4D5
1359	1.327364	0.790404	0.790404	0x00CA57F
1360	1.328341	0.790566	0.790566	0x00CA629
1361	1.329318	0.790728	0.790728	0x00CA6D2
1362	1.330295	0.790889	0.790890	0x00CA77C
1363	1.331271	0.791051	0.791051	0x00CA825
1364	1.332248	0.791212	0.791212	0x00CA8CE
1365	1.333225	0.791374	0.791373	0x00CA977
1366	1.334202	0.791535	0.791534	0x00CAA20
1367	1.335178	0.791696	0.791696	0x00CAAC9
1368	1.336155	0.791857	0.791857	0x00CAB72
1369	1.337132	0.792018	0.792018	0x00CAC1B
1370	1.338108	0.792179	0.792179	0x00CACC4
1371	1.339085	0.792339	0.792339	0x00CAD6C
1372	1.340062	0.792500	0.792500	0x00CAE15
1373	1.341039	0.792661	0.792661	0x00CAEBD
1374	1.342015	0.792821	0.792821	0x00CAF65
1375	1.342992	0.792982	0.792981	0x00CB00D
1376	1.343969	0.793142	0.793142	0x00CB0B6
1377	1.344945	0.793302	0.793302	0x00CB15D
1378	1.345922	0.793462	0.793462	0x00CB205
1379	1.346899	0.793622	0.793622	0x00CB2AD
1380	1.347876	0.793782	0.793782	0x00CB355
1381	1.348852	0.793942	0.793941	0x00CB3FC
1382	1.349829	0.794102	0.794102	0x00CB4A4
1383	1.350806	0.794261	0.794261	0x00CB54B
1384	1.351783	0.794421	0.794421	0x00CB5F3
1385	1.352759	0.794580	0.794580	0x00CB69A
1386	1.353736	0.794740	0.794740	0x00CB741
1387	1.354713	0.794899	0.794899	0x00CB7E8
1388	1.355689	0.795058	0.795058	0x00CB88F
1389	1.356666	0.795217	0.795218	0x00CB936
1390	1.357643	0.795376	0.795377	0x00CB9DD
1391	1.358620	0.795535	0.795535	0x00CBA83
1392	1.359596	0.795694	0.795694	0x00CBB2A
1393	1.360573	0.795853	0.795853	0x00CBBD0
1394	1.361550	0.796011	0.796012	0x00CBC77
1395	1.362526	0.796170	0.796170	0x00CBD1D
1396	1.363503	0.796328	0.796329	0x00CBDC3
1397	1.364480	0.796487	0.796487	0x00CBE69
1398	1.365457	0.796645	0.796645	0x00CBF0F
1399	1.366433	0.796803	0.796803	0x00CBFB5
1400	1.367410	0.796961	0.796962	0x00CC05B
1401	1.368387	0.797119	0.797119	0x00CC100
1402	1.369364	0.797277	0.797277	0x00CC1A6
1403	1.370340	0.797435	0.797435	0x00CC24B
1404	1.371317	0.797593	0.797593	0x00CC2F1
1405	1.372294	0.797750	0.797750	0x00CC396
1406	1.373270	0.797908	0.797908	0x00CC43B
1407	1.374247	0.798065	0.798065	0x00CC4E0
1408	1.375224	0.798223	0.798223	0x00CC585
1409	1.376201	0.798380	0.798380	0x00CC62A
1410	1.377177	0.798537	0.798537	0x00CC6CF
1411	1.378154	0.798694	0.798695	0x00CC774
1412	1.379131	0.798851	0.798851	0x00CC818
1413	1.380107	0.799008	0.799008	0x00CC8BD
1414	1.381084	0.799165	0.799165	0x00CC961
1415	1.382061	0.799322	0.799322	0x00CCA06
1416	1.383038	0.799478	0.799479	0x00CCAAA
1417	1.384014	0.799635	0.799635	0x00CCB4E
1418	1.384991	0.799791	0.799791	0x00CCBF2
1419	1.385968	0.799948	0.799948	0x00CCC96
1420	1.386944	0.800104	0.800104	0x00CCD3A
1421	1.387921	0.800260	0.800261	0x00CCDDE
1422	1.388898	0.800416	0.800416	0x00CCE81
1423	1.389875	0.800572	0.800572	0x00CCF25
1424	1.390851	0.800728	0.800728	0x00CCFC8
1425	1.391828	0.800884	0.800884	0x00CD06C
1426	1.392805	0.801040	0.801040	0x00CD10F
1427	1.393782	0.801195	0.801195	0x00CD1B2
1428	1.394758	0.801351	0.801351	0x00CD255
1429	1.395735	0.801506	0.801506	0x00CD2F8
1430	1.396712	0.801662	0.801661	0x00CD39B
1431	1.397688	0.801817	0.801817	0x00CD43E
1432	1.398665	0.801972	0.801972	0x00CD4E1
1433	1.399642	0.802127	0.802127	0x00CD583
1434	1.400619	0.802282	0.802282	0x00CD626
1435	1.401595	0.802437	0.802437	0x00CD6C8
1436	1.402572	0.802592	0.802591	0x00CD76A
1437	1.403549	0.802746	0.802747	0x00CD80D
1438	1.404525	0.802901	0.802901	0x00CD8AF
1439	1.405502	0.803056	0.803056	0x00CD951
1440	1.406479	0.803210	0.803210	0x00CD9F3
1441	1.407456	0.803364	0.803365	0x00CDA95
1442	1.408432	0.803519	0.803518	0x00CDB36
1443	1.409409	0.803673	0.803673	0x00CDBD8
1444	1.410386	0.803827	0.803826	0x00CDC79
1445	1.411363	0.803981	0.803981	0x00CDD1B
1446	1.412339	0.804135	0.804134	0x00CDDBC
1447	1.413316	0.804288	0.804289	0x00CDE5E
1448	1.414293	0.804442	0.804442	0x00CDEFF
1449	1.415269	0.804596	0.804596	0x00CDFA0
1450	1.416246	0.804749	0.804749	0x00CE041
1451	1.417223	0.804903	0.804903	0x00CE0E2
1452	1.418200	0.805056	0.805056	0x00CE182
1453	1.419176	0.805209	0.805209	0x00CE223
1454	1.420153	0.805362	0.805363	0x00CE2C4
1455	1.421130	0.805515	0.805515	0x00CE364
1456	1.422106	0.805668	0.805669	0x00CE405
1457	1.423083	0.805821	0.805821	0x00CE4A5
1458	1.424060	0.805974	0.805974	0x00CE545
1459	1.425037	0.806127	0.806127	0x00CE5E5
1460	1.426013	0.806279	0.806279	0x00CE685
1461	1.426990	0.806432	0.806432	0x00CE725
1462	1.427967	0.806584	0.806584	0x00CE7C5
1463	1.428944	0.806737	0.806737	0x00CE865
1464	1.429920	0.806889	0.806889	0x00CE904
1465	1.430897	0.807041	0.807041	0x00CE9A4
1466	1.431874	0.807193	0.807193	0x00CEA43
1467	1.432850	0.807345	0.807345	0x00CEAE3
1468	1.433827	0.807497	0.807497	0x00CEB82
1469	1.434804	0.807649	0.807649	0x00CEC21
1470	1.435781	0.807800	0.807800	0x00CECC0
1471	1.436757	0.807952	0.807952	0x00CED5F
1472	1.437734	0.808104	0.808104	0x00CEDFE
1473	1.438711	0.808255	0.808255	0x00CEE9D
1474	1.439687	0.808406	0.808406	0x00CEF3B
1475	1.440664	0.808557	0.808558	0x00CEFDA
1476	1.441641	0.808709	0.808708	0x00CF078
1477	1.442618	0.808860	0.808860	0x00CF117
1478	1.443594	0.809011	0.809011	0x00CF1B5
1479	1.444571	0.809162	0.809161	0x00CF253
1480	1.445548	0.809312	0.809312	0x00CF2F1
1481	1.446524	0.809463	0.809463	0x00CF38F
1482	1.447501	0.809614	0.809613	0x00CF42D
1483	1.448478	0.809764	0.809764	0x00CF4CB
1484	1.449455	0.809914	0.809915	0x00CF569
1485	1.450431	0.810065	0.810065	0x00CF607
1486	1.451408	0.810215	0.810215	0x00CF6A4
1487	1.452385	0.810365	0.810365	0x00CF741
1488	1.453362	0.810515	0.810515	0x00CF7DF
1489	1.454338	0.810665	0.810665	0x00CF87C
1490	1.455315	0.810815	0.810815	0x00CF919
1491	1.456292	0.810965	0.810965	0x00CF9B6
1492	1.457268	0.811115	0.811114	0x00CFA53
1493	1.458245	0.811264	0.811264	0x00CFAF0
1494	1.459222	0.811414	0.811414	0x00CFB8D
1495	1.460199	0.811563	0.811563	0x00CFC2A
1496	1.461175	0.811712	0.811712	0x00CFCC6
1497	1.462152	0.811862	0.811862	0x00CFD63
1498	1.463129	0.812011	0.812011	0x00CFDFF
1499	1.464105	0.812160	0.812160	0x00CFE9B
1500	1.465082	0.812309	0.812308	0x00CFF37
1501	1.466059	0.812458	0.812458	0x00CFFD4
1502	1.467036	0.812606	0.812607	0x00D0070
1503	1.468012	0.812755	0.812755	0x00D010B
1504	1.468989	0.812904	0.812903	0x00D01A7
1505	1.469966	0.813052	0.813052	0x00D0243
1506	1.470943	0.813201	0.813201	0x00D02DF
1507	1.471919	0.813349	0.813349	0x00D037A
1508	1.472896	0.813497	0.813498	0x00D0416
1509	1.473873	0.813645	0.813645	0x00D04B1
1510	1.474849	0.813793	0.813793	0x00D054C
1511	1.475826	0.813941	0.813941	0x00D05E7
1512	1.476803	0.814089	0.814089	0x00D0682
1513	1.477780	0.814237	0.814237	0x00D071D
1514	1.478756	0.814385	0.814384	0x00D07B8
1515	1.479733	0.814532	0.814532	0x00D0853
1516	1.480710	0.814680	0.814680	0x00D08EE
1517	1.481686	0.814827	0.814827	0x00D0988
1518	1.482663	0.814975	0.814975	0x00D0A23
1519	1.483640	0.815122	0.815122	0x00D0ABD
1520	1.484617	0.815269	0.815269	0x00D0B57
1521	1.485593	0.815416	0.815416	0x00D0BF2
1522	1.486570	0.815563	0.815563	0x00D0C8C
1523	1.487547	0.815710	0.815710	0x00D0D26
1524	1.488524	0.815857	0.815857	0x00D0DC0
1525	1.489500	0.816003	0.816003	0x00D0E59
1526	1.490477	0.816150	0.816150	0x00D0EF3
1527	1.491454	0.816296	0.816297	0x00D0F8D
1528	1.492430	0.816443	0.816442	0x00D1026
1529	1.493407	0.816589	0.816589	0x00D10C0
1530	1.494384	0.816735	0.816735	0x00D1159
1531	1.495361	0.816882	0.816881	0x00D11F2
1532	1.496337	0.817028	0.817027	0x00D128B
1533	1.497314	0.817174	0.817174	0x00D1325
1534	1.498291	0.817319	0.817320	0x00D13BE
1535	1.499267	0.817465	0.817465	0x00D1456
1536	1.500244	0.817611	0.817611	0x00D14EF
1537	1.501221	0.817756	0.817757	0x00D1588
1538	1.502198	0.817902	0.817902	0x00D1620
1539	1.503174	0.818047	0.818048	0x00D16B9
1540	1.504151	0.818193	0.818192	0x00D1751
1541	1.505128	0.818338	0.818338	0x00D17EA
1542	1.506105	0.818483	0.818483	0x00D1882
1543	1.507081	0.818628	0.818628	0x00D191A
1544	1.508058	0.818773	0.818773	0x00D19B2
1545	1.509035	0.818918	0.818918	0x00D1A4A
1546	1.510011	0.819063	0.819063	0x00D1AE2
1547	1.510988	0.819208	0.819207	0x00D1B79
1548	1.511965	0.819352	0.819352	0x00D1C11
1549	1.512942	0.819497	0.819497	0x00D1CA9
1550	1.513918	0.819641	0.819641	0x00D1D40
1551	1.514895	0.819786	0.819785	0x00D1DD7
1552	1.515872	0.819930	0.819930	0x00D1E6F
1553	1.516848	0.820074	0.820074	0x00D1F06
1554	1.517825	0.820218	0.820218	0x00D1F9D
1555	1.518802	0.820362	0.820362	0x00D2034
1556	1.519779	0.820506	0.820506	0x00D20CB
1557	1.520755	0.820650	0.820650	0x00D2162
1558	1.521732	0.820793	0.820793	0x00D21F8
1559	1.522709	0.820937	0.820937	0x00D228F
1560	1.523685	0.821081	0.821080	0x00D2325
1561	1.524662	0.821224	0.821224	0x00D23BC
1562	1.525639	0.821367	0.821367	0x00D2452
1563	1.526616	0.821511	0.821510	0x00D24E8
1564	1.527592	0.821654	0.821653	0x00D257E
1565	1.528569	0.821797	0.821796	0x00D2614
1566	1.529546	0.821940	0.821939	0x00D26AA
1567	1.530523	0.822083	0.822083	0x00D2740
1568	1.531499	0.822226	0.822226	0x00D27D6
1569	1.532476	0.822368	0.822369	0x00D286C
1570	1.533453	0.822511	0.822511	0x00D2901
1571	1.534429	0.822653	0.822654	0x00D2997
1572	1.535406	0.822796	0.822796	0x00D2A2C
1573	1.536383	0.822938	0.822938	0x00D2AC1
1574	1.537360	0.823081	0.823081	0x00D2B57
1575	1.538336	0.823223	0.823223	0x00D2BEC
1576	1.539313	0.823365	0.823365	0x00D2C81
1577	1.540290	0.823507	0.823507	0x00D2D16
1578	1.541266	0.823649	0.823648	0x00D2DAA
1579	1.542243	0.823791	0.823791	0x00D2E3F
1580	1.543220	0.823932	0.823933	0x00D2ED4
1581	1.544197	0.824074	0.824074	0x00D2F68
1582	1.545173	0.824216	0.824216	0x00D2FFD
1583	1.546150	0.824357	0.824357	0x00D3091
1584	1.547127	0.824498	0.824498	0x00D3125
1585	1.548104	0.824640	0.824639	0x00D31B9
1586	1.549080	0.824781	0.824780	0x00D324D
1587	1.550057	0.824922	0.824922	0x00D32E1
1588	1.551034	0.825063	0.825063	0x00D3375
1589	1.552010	0.825204	0.825204	0x00D3409
1590	1.552987	0.825345	0.825345	0x00D349D
1591	1.553964	0.825485	0.825485	0x00D3530
1592	1.554941	0.825626	0.825626	0x00D35C4
1593	1.555917	0.825767	0.825767	0x00D3657
1594	1.556894	0.825907	0.825907	0x00D36EA
1595	1.557871	0.826048	0.826048	0x00D377E
1596	1.558847	0.826188	0.826188	0x00D3811
1597	1.559824	0.826328	0.826328	0x00D38A4
1598	1.560801	0.826468	0.826468	0x00D3937
1599	1.561778	0.826608	0.826609	0x00D39CA
1600	1.562754	0.826748	0.826748	0x00D3A5C
1601	1.563731	0.826888	0.826888	0x00D3AEF
1602	1.564708	0.827028	0.827028	0x00D3B82
1603	1.565685	0.827168	0.827168	0x00D3C14
1604	1.566661	0.827307	0.827307	0x00D3CA6
1605	1.567638	0.827447	0.827447	0x00D3D39
1606	1.568615	0.827586	0.827586	0x00D3DCB
1607	1.569591	0.827725	0.827725	0x00D3E5D
1608	1.570568	0.827865	0.827865	0x00D3EEF
1609	1.571545	0.828004	0.828004	0x00D3F81
1610	1.572522	0.828143	0.828143	0x00D4013
1611	1.573498	0.828282	0.828281	0x00D40A4
1612	1.574475	0.828421	0.828421	0x00D4136
1613	1.575452	0.828559	0.828560	0x00D41C8
1614	1.576428	0.828698	0.828698	0x00D4259
1615	1.577405	0.828837	0.828836	0x00D42EA
1616	1.578382	0.828975	0.828976	0x00D437C
1617	1.579359	0.829114	0.829114	0x00D440D
1618	1.580335	0.829252	0.829252	0x00D449E
1619	1.581312	0.829390	0.829391	0x00D452F
1620	1.582289	0.829528	0.829529	0x00D45C0
1621	1.583266	0.829666	0.829666	0x00D4650
1622	1.584242	0.829804	0.829804	0x00D46E1
1623	1.585219	0.829942	0.829943	0x00D4772
1624	1.586196	0.830080	0.830080	0x00D4802
1625	1.587172	0.830218	0.830218	0x00D4893
1626	1.588149	0.830356	0.830356	0x00D4923
1627	1.589126	0.830493	0.830493	0x00D49B3
1628	1.590103	0.830631	0.830630	0x00D4A43
1629	1.591079	0.830768	0.830768	0x00D4AD3
1630	1.592056	0.830905	0.830905	0x00D4B63
1631	1.593033	0.831042	0.831042	0x00D4BF3
1632	1.594009	0.831179	0.831180	0x00D4C83
1633	1.594986	0.831316	0.831316	0x00D4D12
1634	1.595963	0.831453	0.831453	0x00D4DA2
1635	1.596940	0.831590	0.831591	0x00D4E32
1636	1.597916	0.831727	0.831727	0x00D4EC1
1637	1.598893	0.831864	0.831863	0x00D4F50
1638	1.599870	0.832000	0.832000	0x00D4FDF
1639	1.600846	0.832137	0.832137	0x00D506F
1640	1.601823	0.832273	0.832273	0x00D50FE
1641	1.602800	0.832409	0.832409	0x00D518C
1642	1.603777	0.832546	0.832545	0x00D521B
1643	1.604753	0.832682	0.832682	0x00D52AA
1644	1.605730	0.832818	0.832818	0x00D5339
1645	1.606707	0.832954	0.832953	0x00D53C7
1646	1.607684	0.833090	0.833090	0x00D5456
1647	1.608660	0.833225	0.833225	0x00D54E4
1648	1.609637	0.833361	0.833361	0x00D5572
1649	1.610614	0.833497	0.833497	0x00D5601
1650	1.611590	0.833632	0.833632	0x00D568F
1651	1.612567	0.833767	0.833768	0x00D571D
1652	1.613544	0.833903	0.833902	0x00D57AA
1653	1.614521	0.834038	0.834038	0x00D5838
1654	1.615497	0.834173	0.834173	0x00D58C6
1655	1.616474	0.834308	0.834309	0x00D5954
1656	1.617451	0.834443	0.834443	0x00D59E1
1657	1.618427	0.834578	0.834579	0x00D5A6F
1658	1.619404	0.834713	0.834713	0x00D5AFC
1659	1.620381	0.834848	0.834847	0x00D5B89
1660	1.621358	0.834982	0.834982	0x00D5C16
1661	1.622334	0.835117	0.835116	0x00D5CA3
1662	1.623311	0.835251	0.835251	0x00D5D30
1663	1.624288	0.835386	0.835385	0x00D5DBD
1664	1.625265	0.835520	0.835520	0x00D5E4A
1665	1.626241	0.835654	0.835654	0x00D5ED7
1666	1.627218	0.835788	0.835788	0x00D5F63
1667	1.628195	0.835922	0.835922	0x00D5FF0
1668	1.629171	0.836056	0.836056	0x00D607C
1669	1.630148	0.836190	0.836190	0x00D6109
1670	1.631125	0.836324	0.836324	0x00D6195
1671	1.632102	0.836457	0.836457	0x00D6221
1672	1.633078	0.836591	0.836591	0x00D62AD
1673	1.634055	0.836724	0.836724	0x00D6339
1674	1.635032	0.836858	0.836858	0x00D63C5
1675	1.636008	0.836991	0.836991	0x00D6451
1676	1.636985	0.837124	0.837124	0x00D64DC
1677	1.637962	0.837257	0.837257	0x00D6568
1678	1.638939	0.837390	0.837391	0x00D65F4
1679	1.639915	0.837523	0.837523	0x00D667F
1680	1.640892	0.837656	0.837656	0x00D670A
1681	1.641869	0.837789	0.837790	0x00D6796
1682	1.642846	0.837922	0.837922	0x00D6821
1683	1.643822	0.838054	0.838055	0x00D68AC
1684	1.644799	0.838187	0.838187	0x00D6937
1685	1.645776	0.838319	0.838320	0x00D69C2
1686	1.646752	0.838452	0.838451	0x00D6A4C
1687	1.647729	0.838584	0.838584	0x00D6AD7
1688	1.648706	0.838716	0.838717	0x00D6B62
1689	1.649683	0.838848	0.838848	0x00D6BEC
1690	1.650659	0.838980	0.838980	0x00D6C76
1691	1.651636	0.839112	0.839112	0x00D6D01
1692	1.652613	0.839244	0.839244	0x00D6D8B
1693	1.653589	0.839376	0.839375	0x00D6E15
1694	1.654566	0.839507	0.839507	0x00D6E9F
1695	1.655543	0.839639	0.839639	0x00D6F29
1696	1.656520	0.839770	0.839770	0x00D6FB3
1697	1.657496	0.839902	0.839902	0x00D703D
1698	1.658473	0.840033	0.840033	0x00D70C6
1699	1.659450	0.840164	0.840164	0x00D7150
1700	1.660427	0.840295	0.840295	0x00D71D9
1701	1.661403	0.840426	0.840426	0x00D7263
1702	1.662380	0.840557	0.840557	0x00D72EC
1703	1.663357	0.840688	0.840688	0x00D7375
1704	1.664333	0.840819	0.840818	0x00D73FE
1705	1.665310	0.840950	0.840949	0x00D7487
1706	1.666287	0.841080	0.841080	0x00D7510
1707	1.667264	0.841211	0.841210	0x00D7599
1708	1.668240	0.841341	0.841341	0x00D7622
1709	1.669217	0.841471	0.841472	0x00D76AB
1710	1.670194	0.841602	0.841601	0x00D7733
1711	1.671170	0.841732	0.841732	0x00D77BC
1712	1.672147	0.841862	0.841862	0x00D7844
1713	1.673124	0.841992	0.841991	0x00D78CC
1714	1.674101	0.842122	0.842122	0x00D7955
1715	1.675077	0.842252	0.842252	0x00D79DD
1716	1.676054	0.842381	0.842381	0x00D7A65
1717	1.677031	0.842511	0.842511	0x00D7AED
1718	1.678007	0.842641	0.842641	0x00D7B75
1719	1.678984	0.842770	0.842770	0x00D7BFC
1720	1.679961	0.842899	0.842899	0x00D7C84
1721	1.680938	0.843029	0.843029	0x00D7D0C
1722	1.681914	0.843158	0.843158	0x00D7D93
1723	1.682891	0.843287	0.843287	0x00D7E1A
1724	1.683868	0.843416	0.843416	0x00D7EA2
1725	1.684845	0.843545	0.843545	0x00D7F29
1726	1.685821	0.843674	0.843674	0x00D7FB0
1727	1.686798	0.843803	0.843802	0x00D8037
1728	1.687775	0.843931	0.843931	0x00D80BE
1729	1.688751	0.844060	0.844060	0x00D8145
1730	1.689728	0.844188	0.844189	0x00D81CC
1731	1.690705	0.844317	0.844316	0x00D8252
1732	1.691682	0.844445	0.844445	0x00D82D9
1733	1.692658	0.844573	0.844573	0x00D835F
1734	1.693635	0.844702	0.844702	0x00D83E6
1735	1.694612	0.844830	0.844830	0x00D846C
1736	1.695588	0.844958	0.844957	0x00D84F2
1737	1.696565	0.845086	0.845085	0x00D8578
1738	1.697542	0.845213	0.845214	0x00D85FF
1739	1.698519	0.845341	0.845341	0x00D8684
1740	1.699495	0.845469	0.845469	0x00D870A
1741	1.700472	0.845596	0.845596	0x00D8790
1742	1.701449	0.845724	0.845724	0x00D8816
1743	1.702426	0.845851	0.845851	0x00D889B
1744	1.703402	0.845979	0.845979	0x00D8921
1745	1.704379	0.846106	0.846106	0x00D89A6
1746	1.705356	0.846233	0.846233	0x00D8A2C
1747	1.706332	0.846360	0.846360	0x00D8AB1
1748	1.707309	0.846487	0.846487	0x00D8B36
1749	1.708286	0.846614	0.846614	0x00D8BBB
1750	1.709263	0.846741	0.846741	0x00D8C40
1751	1.710239	0.846867	0.846868	0x00D8CC5
1752	1.711216	0.846994	0.846994	0x00D8D4A
1753	1.712193	0.847120	0.847120	0x00D8DCE
1754	1.713169	0.847247	0.847247	0x00D8E53
1755	1.714146	0.847373	0.847373	0x00D8ED7
1756	1.715123	0.847500	0.847500	0x00D8F5C
1757	1.716100	0.847626	0.847626	0x00D8FE0
1758	1.717076	0.847752	0.847752	0x00D9064
1759	1.718053	0.847878	0.847878	0x00D90E8
1760	1.719030	0.848004	0.848003	0x00D916C
1761	1.720007	0.848130	0.848129	0x00D91F0
1762	1.720983	0.848255	0.848255	0x00D9274
1763	1.721960	0.848381	0.848381	0x00D92F8
1764	1.722937	0.848507	0.848507	0x00D937C
1765	1.723913	0.848632	0.848632	0x00D93FF
1766	1.724890	0.848758	0.848758	0x00D9483
1767	1.725867	0.848883	0.848883	0x00D9506
1768	1.726844	0.849008	0.849009	0x00D958A
1769	1.727820	0.849133	0.849133	0x00D960D
1770	1.728797	0.849258	0.849258	0x00D9690
1771	1.729774	0.849383	0.849383	0x00D9713
1772	1.730750	0.849508	0.849508	0x00D9796
1773	1.731727	0.849633	0.849633	0x00D9819
1774	1.732704	0.849758	0.849758	0x00D989C
1775	1.733681	0.849883	0.849883	0x00D991F
1776	1.734657	0.850007	0.850007	0x00D99A1
1777	1.735634	0.850132	0.850132	0x00D9A24
1778	1.736611	0.850256	0.850256	0x00D9AA6
1779	1.737587	0.850380	0.850380	0x00D9B28
1780	1.738564	0.850505	0.850505	0x00D9BAB
1781	1.739541	0.850629	0.850629	0x00D9C2D
1782	1.740518	0.850753	0.850753	0x00D9CAF
1783	1.741494	0.850877	0.850877	0x00D9D31
1784	1.742471	0.851001	0.851001	0x00D9DB3
1785	1.743448	0.851124	0.851125	0x00D9E35
1786	1.744425	0.851248	0.851248	0x00D9EB6
1787	1.745401	0.851372	0.851372	0x00D9F38
1788	1.746378	0.851495	0.851496	0x00D9FBA
1789	1.747355	0.851619	0.851619	0x00DA03B
1790	1.748331	0.851742	0.851742	0x00DA0BC
1791	1.749308	0.851866	0.851866	0x00DA13E
1792	1.750285	0.851989	0.851989	0x00DA1BF
1793	1.751262	0.852112	0.852112	0x00DA240
1794	1.752238	0.852235	0.852235	0x00DA2C1
1795	1.753215	0.852358	0.852358	0x00DA342
1796	1.754192	0.852481	0.852481	0x00DA3C3
1797	1.755168	0.852604	0.852604	0x00DA444
1798	1.756145	0.852726	0.852726	0x00DA4C4
1799	1.757122	0.852849	0.852849	0x00DA545
1800	1.758099	0.852971	0.852971	0x00DA5C5
1801	1.759075	0.853094	0.853094	0x00DA646
1802	1.760052	0.853216	0.853216	0x00DA6C6
1803	1.761029	0.853338	0.853338	0x00DA746
1804	1.762006	0.853461	0.853460	0x00DA7C6
1805	1.762982	0.853583	0.853582	0x00DA846
1806	1.763959	0.853705	0.853704	0x00DA8C6
1807	1.764936	0.853827	0.853827	0x00DA946
1808	1.765912	0.853949	0.853949	0x00DA9C6
1809	1.766889	0.854070	0.854071	0x00DAA46
1810	1.767866	0.854192	0.854192	0x00DAAC5
