Index	X	Sigmoid	Recon	Hex
0	0.000000	0.500000	0.500000	0x0080000
1	0.000977	0.500244	0.500244	0x0080100
2	0.001953	0.500488	0.500488	0x0080200
3	0.002930	0.500733	0.500732	0x0080300
4	0.003907	0.500977	0.500977	0x0080400
5	0.004884	0.501221	0.501221	0x0080500
6	0.005860	0.501465	0.501465	0x0080600
7	0.006837	0.501709	0.501709	0x0080700
8	0.007814	0.501953	0.501953	0x0080800
9	0.008790	0.502198	0.502197	0x0080900
10	0.009767	0.502442	0.502441	0x0080A00
11	0.010744	0.502686	0.502686	0x0080B00
12	0.011721	0.502930	0.502930	0x0080C00
13	0.012697	0.503174	0.503174	0x0080D00
14	0.013674	0.503418	0.503419	0x0080E01
15	0.014651	0.503663	0.503663	0x0080F01
16	0.015628	0.503907	0.503907	0x0081001
17	0.016604	0.504151	0.504151	0x0081101
18	0.017581	0.504395	0.504395	0x0081201
19	0.018558	0.504639	0.504640	0x0081301
20	0.019534	0.504883	0.504884	0x0081401
21	0.020511	0.505128	0.505128	0x0081501
22	0.021488	0.505372	0.505372	0x0081601
23	0.022465	0.505616	0.505616	0x0081701
24	0.023441	0.505860	0.505860	0x0081801
25	0.024418	0.506104	0.506104	0x0081901
26	0.025395	0.506348	0.506349	0x0081A01
27	0.026371	0.506592	0.506593	0x0081B01
28	0.027348	0.506837	0.506837	0x0081C01
29	0.028325	0.507081	0.507081	0x0081D01
30	0.029302	0.507325	0.507325	0x0081E01
31	0.030278	0.507569	0.507569	0x0081F01
32	0.031255	0.507813	0.507813	0x0082001
33	0.032232	0.508057	0.508058	0x0082101
34	0.033209	0.508301	0.508302	0x0082201
35	0.034185	0.508545	0.508546	0x0082301
36	0.035162	0.508790	0.508790	0x0082401
37	0.036139	0.509034	0.509034	0x0082501
38	0.037115	0.509278	0.509277	0x0082600
39	0.038092	0.509522	0.509521	0x0082700
40	0.039069	0.509766	0.509766	0x0082800
41	0.040046	0.510010	0.510010	0x0082900
42	0.041022	0.510254	0.510254	0x0082A00
43	0.041999	0.510498	0.510498	0x0082B00
44	0.042976	0.510742	0.510742	0x0082C00
45	0.043952	0.510986	0.510986	0x0082D00
46	0.044929	0.511230	0.511230	0x0082E00
47	0.045906	0.511474	0.511475	0x0082F00
48	0.046883	0.511719	0.511719	0x0083000
49	0.047859	0.511963	0.511963	0x0083100
50	0.048836	0.512207	0.512207	0x0083200
51	0.049813	0.512451	0.512450	0x00832FF
52	0.050790	0.512695	0.512694	0x00833FF
53	0.051766	0.512939	0.512938	0x00834FF
54	0.052743	0.513183	0.513183	0x00835FF
55	0.053720	0.513427	0.513427	0x00836FF
56	0.054696	0.513671	0.513671	0x00837FF
57	0.055673	0.513915	0.513915	0x00838FF
58	0.056650	0.514159	0.514158	0x00839FE
59	0.057627	0.514403	0.514402	0x0083AFE
60	0.058603	0.514647	0.514647	0x0083BFE
61	0.059580	0.514891	0.514891	0x0083CFE
62	0.060557	0.515135	0.515135	0x0083DFE
63	0.061533	0.515379	0.515379	0x0083EFE
64	0.062510	0.515622	0.515622	0x0083FFD
65	0.063487	0.515866	0.515866	0x00840FD
66	0.064464	0.516110	0.516110	0x00841FD
67	0.065440	0.516354	0.516355	0x00842FD
68	0.066417	0.516598	0.516598	0x00843FC
69	0.067394	0.516842	0.516842	0x00844FC
70	0.068371	0.517086	0.517086	0x00845FC
71	0.069347	0.517330	0.517330	0x00846FC
72	0.070324	0.517574	0.517573	0x00847FB
73	0.071301	0.517818	0.517817	0x00848FB
74	0.072277	0.518061	0.518062	0x00849FB
75	0.073254	0.518305	0.518306	0x0084AFB
76	0.074231	0.518549	0.518549	0x0084BFA
77	0.075208	0.518793	0.518793	0x0084CFA
78	0.076184	0.519037	0.519037	0x0084DFA
79	0.077161	0.519281	0.519280	0x0084EF9
80	0.078138	0.519524	0.519525	0x0084FF9
81	0.079114	0.519768	0.519769	0x00850F9
82	0.080091	0.520012	0.520012	0x00851F8
83	0.081068	0.520256	0.520256	0x00852F8
84	0.082045	0.520500	0.520499	0x00853F7
85	0.083021	0.520743	0.520743	0x00854F7
86	0.083998	0.520987	0.520988	0x00855F7
87	0.084975	0.521231	0.521231	0x00856F6
88	0.085951	0.521475	0.521475	0x00857F6
89	0.086928	0.521718	0.521718	0x00858F5
90	0.087905	0.521962	0.521962	0x00859F5
91	0.088882	0.522206	0.522205	0x0085AF4
92	0.089858	0.522449	0.522449	0x0085BF4
93	0.090835	0.522693	0.522694	0x0085CF4
94	0.091812	0.522937	0.522937	0x0085DF3
95	0.092789	0.523181	0.523181	0x0085EF3
96	0.093765	0.523424	0.523424	0x0085FF2
97	0.094742	0.523668	0.523667	0x00860F1
98	0.095719	0.523911	0.523911	0x00861F1
99	0.096695	0.524155	0.524155	0x00862F0
100	0.097672	0.524399	0.524399	0x00863F0
101	0.098649	0.524642	0.524642	0x00864EF
102	0.099626	0.524886	0.524886	0x00865EF
103	0.100602	0.525129	0.525129	0x00866EE
104	0.101579	0.525373	0.525373	0x00867ED
105	0.102556	0.525616	0.525617	0x00868ED
106	0.103532	0.525860	0.525860	0x00869EC
107	0.104509	0.526104	0.526104	0x0086AEC
108	0.105486	0.526347	0.526347	0x0086BEB
109	0.106463	0.526591	0.526590	0x0086CEA
110	0.107439	0.526834	0.526834	0x0086DEA
111	0.108416	0.527078	0.527078	0x0086EE9
112	0.109393	0.527321	0.527321	0x0086FE8
113	0.110370	0.527564	0.527564	0x00870E7
114	0.111346	0.527808	0.527808	0x00871E7
115	0.112323	0.528051	0.528051	0x00872E6
116	0.113300	0.528295	0.528295	0x00873E5
117	0.114276	0.528538	0.528538	0x00874E4
118	0.115253	0.528781	0.528782	0x00875E4
119	0.116230	0.529025	0.529025	0x00876E3
120	0.117207	0.529268	0.529268	0x00877E2
121	0.118183	0.529511	0.529511	0x00878E1
122	0.119160	0.529755	0.529755	0x00879E0
123	0.120137	0.529998	0.529998	0x0087ADF
124	0.121113	0.530241	0.530241	0x0087BDE
125	0.122090	0.530485	0.530485	0x0087CDE
126	0.123067	0.530728	0.530728	0x0087DDD
127	0.124044	0.530971	0.530972	0x0087EDC
128	0.125020	0.531214	0.531215	0x0087FDB
129	0.125997	0.531458	0.531458	0x00880DA
130	0.126974	0.531701	0.531701	0x00881D9
131	0.127951	0.531944	0.531944	0x00882D8
132	0.128927	0.532187	0.532187	0x00883D7
133	0.129904	0.532430	0.532431	0x00884D6
134	0.130881	0.532674	0.532674	0x00885D5
135	0.131857	0.532917	0.532917	0x00886D4
136	0.132834	0.533160	0.533160	0x00887D3
137	0.133811	0.533403	0.533402	0x00888D1
138	0.134788	0.533646	0.533646	0x00889D0
139	0.135764	0.533889	0.533889	0x0088ACF
140	0.136741	0.534132	0.534132	0x0088BCE
141	0.137718	0.534375	0.534375	0x0088CCD
142	0.138694	0.534618	0.534618	0x0088DCC
143	0.139671	0.534861	0.534862	0x0088ECB
144	0.140648	0.535104	0.535104	0x0088FC9
145	0.141625	0.535347	0.535347	0x00890C8
146	0.142601	0.535590	0.535590	0x00891C7
147	0.143578	0.535833	0.535833	0x00892C6
148	0.144555	0.536076	0.536076	0x00893C4
149	0.145531	0.536319	0.536319	0x00894C3
150	0.146508	0.536562	0.536562	0x00895C2
151	0.147485	0.536805	0.536804	0x00896C0
152	0.148462	0.537047	0.537047	0x00897BF
153	0.149438	0.537290	0.537291	0x00898BE
154	0.150415	0.537533	0.537533	0x00899BC
155	0.151392	0.537776	0.537776	0x0089ABB
156	0.152369	0.538019	0.538018	0x0089BB9
157	0.153345	0.538261	0.538261	0x0089CB8
158	0.154322	0.538504	0.538504	0x0089DB6
159	0.155299	0.538747	0.538747	0x0089EB5
160	0.156275	0.538990	0.538989	0x0089FB3
161	0.157252	0.539232	0.539232	0x008A0B2
162	0.158229	0.539475	0.539474	0x008A1B0
163	0.159206	0.539718	0.539718	0x008A2AF
164	0.160182	0.539960	0.539960	0x008A3AD
165	0.161159	0.540203	0.540203	0x008A4AC
166	0.162136	0.540445	0.540445	0x008A5AA
167	0.163112	0.540688	0.540688	0x008A6A8
168	0.164089	0.540931	0.540931	0x008A7A7
169	0.165066	0.541173	0.541173	0x008A8A5
170	0.166043	0.541416	0.541415	0x008A9A3
171	0.167019	0.541658	0.541658	0x008AAA2
172	0.167996	0.541901	0.541901	0x008ABA0
173	0.168973	0.542143	0.542143	0x008AC9E
174	0.169950	0.542385	0.542385	0x008AD9C
175	0.170926	0.542628	0.542628	0x008AE9B
176	0.171903	0.542870	0.542871	0x008AF99
177	0.172880	0.543113	0.543113	0x008B097
178	0.173856	0.543355	0.543355	0x008B195
179	0.174833	0.543597	0.543597	0x008B293
180	0.175810	0.543840	0.543839	0x008B391
181	0.176787	0.544082	0.544082	0x008B48F
182	0.177763	0.544324	0.544324	0x008B58D
183	0.178740	0.544566	0.544566	0x008B68B
184	0.179717	0.544809	0.544808	0x008B789
185	0.180693	0.545051	0.545051	0x008B887
186	0.181670	0.545293	0.545293	0x008B985
187	0.182647	0.545535	0.545535	0x008BA83
188	0.183624	0.545777	0.545777	0x008BB81
189	0.184600	0.546019	0.546020	0x008BC7F
190	0.185577	0.546262	0.546262	0x008BD7D
191	0.186554	0.546504	0.546504	0x008BE7B
192	0.187531	0.546746	0.546745	0x008BF78
193	0.188507	0.546988	0.546988	0x008C076
194	0.189484	0.547230	0.547230	0x008C174
195	0.190461	0.547472	0.547472	0x008C272
196	0.191437	0.547714	0.547713	0x008C36F
197	0.192414	0.547956	0.547956	0x008C46D
198	0.193391	0.548198	0.548198	0x008C56B
199	0.194368	0.548439	0.548439	0x008C668
200	0.195344	0.548681	0.548681	0x008C766
201	0.196321	0.548923	0.548923	0x008C864
202	0.197298	0.549165	0.549165	0x008C961
203	0.198274	0.549407	0.549407	0x008CA5F
204	0.199251	0.549649	0.549648	0x008CB5C
205	0.200228	0.549890	0.549891	0x008CC5A
206	0.201205	0.550132	0.550132	0x008CD57
207	0.202181	0.550374	0.550374	0x008CE55
208	0.203158	0.550616	0.550615	0x008CF52
209	0.204135	0.550857	0.550858	0x008D050
210	0.205112	0.551099	0.551099	0x008D14D
211	0.206088	0.551340	0.551340	0x008D24A
212	0.207065	0.551582	0.551582	0x008D348
213	0.208042	0.551824	0.551824	0x008D445
214	0.209018	0.552065	0.552065	0x008D542
215	0.209995	0.552307	0.552307	0x008D640
216	0.210972	0.552548	0.552548	0x008D73D
217	0.211949	0.552790	0.552790	0x008D83A
218	0.212925	0.553031	0.553031	0x008D937
219	0.213902	0.553273	0.553272	0x008DA34
220	0.214879	0.553514	0.553514	0x008DB31
221	0.215855	0.553755	0.553756	0x008DC2F
222	0.216832	0.553997	0.553997	0x008DD2C
223	0.217809	0.554238	0.554238	0x008DE29
224	0.218786	0.554479	0.554480	0x008DF26
225	0.219762	0.554721	0.554721	0x008E023
226	0.220739	0.554962	0.554962	0x008E120
227	0.221716	0.555203	0.555203	0x008E21D
228	0.222692	0.555444	0.555444	0x008E319
229	0.223669	0.555685	0.555685	0x008E416
230	0.224646	0.555926	0.555926	0x008E513
231	0.225623	0.556168	0.556168	0x008E610
232	0.226599	0.556409	0.556409	0x008E70D
233	0.227576	0.556650	0.556650	0x008E80A
234	0.228553	0.556891	0.556890	0x008E906
235	0.229530	0.557132	0.557132	0x008EA03
236	0.230506	0.557373	0.557373	0x008EB00
237	0.231483	0.557614	0.557613	0x008EBFC
238	0.232460	0.557855	0.557855	0x008ECF9
239	0.233436	0.558096	0.558096	0x008EDF6
240	0.234413	0.558336	0.558336	0x008EEF2
241	0.235390	0.558577	0.558578	0x008EFEF
242	0.236367	0.558818	0.558818	0x008F0EB
243	0.237343	0.559059	0.559059	0x008F1E8
244	0.238320	0.559300	0.559299	0x008F2E4
245	0.239297	0.559540	0.559541	0x008F3E1
246	0.240273	0.559781	0.559781	0x008F4DD
247	0.241250	0.560022	0.560021	0x008F5D9
248	0.242227	0.560262	0.560263	0x008F6D6
249	0.243204	0.560503	0.560503	0x008F7D2
250	0.244180	0.560744	0.560743	0x008F8CE
251	0.245157	0.560984	0.560985	0x008F9CB
252	0.246134	0.561225	0.561225	0x008FAC7
253	0.247111	0.561465	0.561465	0x008FBC3
254	0.248087	0.561706	0.561706	0x008FCBF
255	0.249064	0.561946	0.561946	0x008FDBB
256	0.250041	0.562187	0.562186	0x008FEB7
257	0.251017	0.562427	0.562427	0x008FFB3
258	0.251994	0.562667	0.562667	0x00900AF
259	0.252971	0.562908	0.562907	0x00901AB
260	0.253948	0.563148	0.563148	0x00902A7
261	0.254924	0.563388	0.563388	0x00903A3
262	0.255901	0.563628	0.563628	0x009049F
263	0.256878	0.563869	0.563869	0x009059B
264	0.257854	0.564109	0.564109	0x0090697
265	0.258831	0.564349	0.564349	0x0090793
266	0.259808	0.564589	0.564590	0x009088F
267	0.260785	0.564829	0.564829	0x009098A
268	0.261761	0.565069	0.565069	0x0090A86
269	0.262738	0.565309	0.565310	0x0090B82
270	0.263715	0.565549	0.565549	0x0090C7D
271	0.264692	0.565789	0.565789	0x0090D79
272	0.265668	0.566029	0.566030	0x0090E75
273	0.266645	0.566269	0.566269	0x0090F70
274	0.267622	0.566509	0.566509	0x009106C
275	0.268598	0.566749	0.566749	0x0091167
276	0.269575	0.566989	0.566989	0x0091263
277	0.270552	0.567228	0.567228	0x009135E
278	0.271529	0.567468	0.567468	0x0091459
279	0.272505	0.567708	0.567708	0x0091555
280	0.273482	0.567948	0.567947	0x0091650
281	0.274459	0.568187	0.568187	0x009174B
282	0.275435	0.568427	0.568427	0x0091847
283	0.276412	0.568666	0.568666	0x0091942
284	0.277389	0.568906	0.568906	0x0091A3D
285	0.278366	0.569145	0.569145	0x0091B38
286	0.279342	0.569385	0.569385	0x0091C33
287	0.280319	0.569624	0.569625	0x0091D2F
288	0.281296	0.569864	0.569864	0x0091E2A
289	0.282273	0.570103	0.570104	0x0091F25
290	0.283249	0.570343	0.570343	0x0092020
291	0.284226	0.570582	0.570582	0x009211B
292	0.285203	0.570821	0.570821	0x0092215
293	0.286179	0.571061	0.571060	0x0092310
294	0.287156	0.571300	0.571300	0x009240B
295	0.288133	0.571539	0.571539	0x0092506
296	0.289110	0.571778	0.571778	0x0092601
297	0.290086	0.572017	0.572018	0x00926FC
298	0.291063	0.572256	0.572256	0x00927F6
299	0.292040	0.572495	0.572495	0x00928F1
300	0.293016	0.572734	0.572735	0x00929EC
301	0.293993	0.572973	0.572973	0x0092AE6
302	0.294970	0.573212	0.573213	0x0092BE1
303	0.295947	0.573451	0.573451	0x0092CDB
304	0.296923	0.573690	0.573690	0x0092DD6
305	0.297900	0.573929	0.573929	0x0092ED0
306	0.298877	0.574168	0.574168	0x0092FCB
307	0.299853	0.574407	0.574407	0x00930C5
308	0.300830	0.574645	0.574645	0x00931BF
309	0.301807	0.574884	0.574884	0x00932BA
310	0.302784	0.575123	0.575123	0x00933B4
311	0.303760	0.575362	0.575361	0x00934AE
312	0.304737	0.575600	0.575600	0x00935A8
313	0.305714	0.575839	0.575839	0x00936A3
314	0.306691	0.576077	0.576077	0x009379D
315	0.307667	0.576316	0.576316	0x0093897
316	0.308644	0.576554	0.576554	0x0093991
317	0.309621	0.576793	0.576793	0x0093A8B
318	0.310597	0.577031	0.577031	0x0093B85
319	0.311574	0.577269	0.577270	0x0093C7F
320	0.312551	0.577508	0.577508	0x0093D79
321	0.313528	0.577746	0.577746	0x0093E73
322	0.314504	0.577984	0.577984	0x0093F6C
323	0.315481	0.578223	0.578222	0x0094066
324	0.316458	0.578461	0.578461	0x0094160
325	0.317434	0.578699	0.578699	0x009425A
326	0.318411	0.578937	0.578937	0x0094353
327	0.319388	0.579175	0.579175	0x009444D
328	0.320365	0.579413	0.579413	0x0094547
329	0.321341	0.579651	0.579651	0x0094640
330	0.322318	0.579889	0.579889	0x009473A
331	0.323295	0.580127	0.580127	0x0094833
332	0.324272	0.580365	0.580365	0x009492D
333	0.325248	0.580603	0.580603	0x0094A26
334	0.326225	0.580841	0.580840	0x0094B1F
335	0.327202	0.581078	0.581079	0x0094C19
336	0.328178	0.581316	0.581316	0x0094D12
337	0.329155	0.581554	0.581553	0x0094E0B
338	0.330132	0.581791	0.581792	0x0094F05
339	0.331109	0.582029	0.582029	0x0094FFE
340	0.332085	0.582267	0.582267	0x00950F7
341	0.333062	0.582504	0.582504	0x00951F0
342	0.334039	0.582742	0.582742	0x00952E9
343	0.335015	0.582979	0.582979	0x00953E2
344	0.335992	0.583217	0.583217	0x00954DB
345	0.336969	0.583454	0.583454	0x00955D4
346	0.337946	0.583691	0.583692	0x00956CD
347	0.338922	0.583929	0.583929	0x00957C6
348	0.339899	0.584166	0.584166	0x00958BE
349	0.340876	0.584403	0.584403	0x00959B7
350	0.341853	0.584640	0.584641	0x0095AB0
351	0.342829	0.584878	0.584878	0x0095BA9
352	0.343806	0.585115	0.585114	0x0095CA1
353	0.344783	0.585352	0.585352	0x0095D9A
354	0.345759	0.585589	0.585588	0x0095E92
355	0.346736	0.585826	0.585826	0x0095F8B
356	0.347713	0.586063	0.586062	0x0096083
357	0.348690	0.586300	0.586300	0x009617C
358	0.349666	0.586537	0.586536	0x0096274
359	0.350643	0.586773	0.586774	0x009636D
360	0.351620	0.587010	0.587010	0x0096465
361	0.352596	0.587247	0.587247	0x009655D
362	0.353573	0.587484	0.587483	0x0096655
363	0.354550	0.587720	0.587721	0x009674E
364	0.355527	0.587957	0.587957	0x0096846
365	0.356503	0.588194	0.588194	0x009693E
366	0.357480	0.588430	0.588430	0x0096A36
367	0.358457	0.588667	0.588667	0x0096B2E
368	0.359434	0.588903	0.588903	0x0096C26
369	0.360410	0.589140	0.589140	0x0096D1E
370	0.361387	0.589376	0.589376	0x0096E16
371	0.362364	0.589612	0.589613	0x0096F0E
372	0.363340	0.589849	0.589849	0x0097005
373	0.364317	0.590085	0.590085	0x00970FD
374	0.365294	0.590321	0.590322	0x00971F5
375	0.366271	0.590558	0.590557	0x00972EC
376	0.367247	0.590794	0.590794	0x00973E4
377	0.368224	0.591030	0.591030	0x00974DC
378	0.369201	0.591266	0.591266	0x00975D3
379	0.370177	0.591502	0.591502	0x00976CB
380	0.371154	0.591738	0.591738	0x00977C2
381	0.372131	0.591974	0.591973	0x00978B9
382	0.373108	0.592210	0.592210	0x00979B1
383	0.374084	0.592446	0.592445	0x0097AA8
384	0.375061	0.592681	0.592681	0x0097B9F
385	0.376038	0.592917	0.592917	0x0097C97
386	0.377014	0.593153	0.593153	0x0097D8E
387	0.377991	0.593389	0.593389	0x0097E85
388	0.378968	0.593624	0.593624	0x0097F7C
389	0.379945	0.593860	0.593860	0x0098073
390	0.380921	0.594095	0.594095	0x009816A
391	0.381898	0.594331	0.594331	0x0098261
392	0.382875	0.594566	0.594566	0x0098358
393	0.383852	0.594802	0.594802	0x009844F
394	0.384828	0.595037	0.595037	0x0098546
395	0.385805	0.595272	0.595272	0x009863C
396	0.386782	0.595508	0.595508	0x0098733
397	0.387758	0.595743	0.595743	0x009882A
398	0.388735	0.595978	0.595978	0x0098920
399	0.389712	0.596213	0.596213	0x0098A17
400	0.390689	0.596448	0.596449	0x0098B0E
401	0.391665	0.596684	0.596684	0x0098C04
402	0.392642	0.596919	0.596918	0x0098CFA
403	0.393619	0.597154	0.597154	0x0098DF1
404	0.394595	0.597388	0.597388	0x0098EE7
405	0.395572	0.597623	0.597624	0x0098FDE
406	0.396549	0.597858	0.597858	0x00990D4
407	0.397526	0.598093	0.598093	0x00991CA
408	0.398502	0.598328	0.598328	0x00992C0
409	0.399479	0.598562	0.598562	0x00993B6
410	0.400456	0.598797	0.598797	0x00994AC
411	0.401433	0.599032	0.599031	0x00995A2
412	0.402409	0.599266	0.599266	0x0099698
413	0.403386	0.599501	0.599501	0x009978E
414	0.404363	0.599735	0.599735	0x0099884
415	0.405339	0.599970	0.599970	0x009997A
416	0.406316	0.600204	0.600204	0x0099A70
417	0.407293	0.600439	0.600438	0x0099B65
418	0.408270	0.600673	0.600673	0x0099C5B
419	0.409246	0.600907	0.600907	0x0099D51
420	0.410223	0.601141	0.601141	0x0099E46
421	0.411200	0.601376	0.601376	0x0099F3C
422	0.412176	0.601610	0.601609	0x009A031
423	0.413153	0.601844	0.601844	0x009A127
424	0.414130	0.602078	0.602077	0x009A21C
425	0.415107	0.602312	0.602312	0x009A312
426	0.416083	0.602546	0.602546	0x009A407
427	0.417060	0.602780	0.602779	0x009A4FC
428	0.418037	0.603013	0.603013	0x009A5F1
429	0.419014	0.603247	0.603248	0x009A6E7
430	0.419990	0.603481	0.603481	0x009A7DC
431	0.420967	0.603715	0.603715	0x009A8D1
432	0.421944	0.603948	0.603949	0x009A9C6
433	0.422920	0.604182	0.604182	0x009AABB
434	0.423897	0.604415	0.604416	0x009ABB0
435	0.424874	0.604649	0.604649	0x009ACA4
436	0.425851	0.604882	0.604882	0x009AD99
437	0.426827	0.605116	0.605116	0x009AE8E
438	0.427804	0.605349	0.605350	0x009AF83
439	0.428781	0.605582	0.605582	0x009B077
440	0.429757	0.605816	0.605816	0x009B16C
441	0.430734	0.606049	0.606049	0x009B260
442	0.431711	0.606282	0.606282	0x009B355
443	0.432688	0.606515	0.606515	0x009B449
444	0.433664	0.606748	0.606749	0x009B53E
445	0.434641	0.606981	0.606981	0x009B632
446	0.435618	0.607214	0.607214	0x009B726
447	0.436594	0.607447	0.607448	0x009B81B
448	0.437571	0.607680	0.607680	0x009B90F
449	0.438548	0.607913	0.607913	0x009BA03
450	0.439525	0.608146	0.608146	0x009BAF7
451	0.440501	0.608378	0.608378	0x009BBEB
452	0.441478	0.608611	0.608611	0x009BCDF
453	0.442455	0.608844	0.608844	0x009BDD3
454	0.443432	0.609076	0.609076	0x009BEC7
455	0.444408	0.609309	0.609309	0x009BFBB
456	0.445385	0.609541	0.609541	0x009C0AE
457	0.446362	0.609774	0.609774	0x009C1A2
458	0.447338	0.610006	0.610006	0x009C296
459	0.448315	0.610239	0.610239	0x009C38A
460	0.449292	0.610471	0.610471	0x009C47D
461	0.450269	0.610703	0.610703	0x009C571
462	0.451245	0.610935	0.610935	0x009C664
463	0.452222	0.611167	0.611167	0x009C757
464	0.453199	0.611399	0.611400	0x009C84B
465	0.454175	0.611632	0.611631	0x009C93E
466	0.455152	0.611864	0.611863	0x009CA31
467	0.456129	0.612095	0.612096	0x009CB25
468	0.457106	0.612327	0.612328	0x009CC18
469	0.458082	0.612559	0.612559	0x009CD0B
470	0.459059	0.612791	0.612791	0x009CDFE
471	0.460036	0.613023	0.613023	0x009CEF1
472	0.461013	0.613254	0.613255	0x009CFE4
473	0.461989	0.613486	0.613486	0x009D0D7
474	0.462966	0.613718	0.613717	0x009D1C9
475	0.463943	0.613949	0.613949	0x009D2BC
476	0.464919	0.614181	0.614181	0x009D3AF
477	0.465896	0.614412	0.614412	0x009D4A2
478	0.466873	0.614643	0.614643	0x009D594
479	0.467850	0.614875	0.614875	0x009D687
480	0.468826	0.615106	0.615106	0x009D779
481	0.469803	0.615337	0.615337	0x009D86C
482	0.470780	0.615568	0.615568	0x009D95E
483	0.471756	0.615799	0.615799	0x009DA50
484	0.472733	0.616030	0.616031	0x009DB43
485	0.473710	0.616261	0.616261	0x009DC35
486	0.474687	0.616492	0.616492	0x009DD27
487	0.475663	0.616723	0.616723	0x009DE19
488	0.476640	0.616954	0.616954	0x009DF0B
489	0.477617	0.617185	0.617185	0x009DFFD
490	0.478594	0.617416	0.617415	0x009E0EF
491	0.479570	0.617646	0.617646	0x009E1E1
492	0.480547	0.617877	0.617877	0x009E2D3
493	0.481524	0.618108	0.618108	0x009E3C5
494	0.482500	0.618338	0.618339	0x009E4B7
495	0.483477	0.618569	0.618568	0x009E5A8
496	0.484454	0.618799	0.618799	0x009E69A
497	0.485431	0.619029	0.619029	0x009E78B
498	0.486407	0.619260	0.619260	0x009E87D
499	0.487384	0.619490	0.619490	0x009E96E
500	0.488361	0.619720	0.619720	0x009EA60
501	0.489337	0.619950	0.619950	0x009EB51
502	0.490314	0.620180	0.620180	0x009EC42
503	0.491291	0.620410	0.620411	0x009ED34
504	0.492268	0.620640	0.620641	0x009EE25
505	0.493244	0.620870	0.620871	0x009EF16
506	0.494221	0.621100	0.621100	0x009F007
507	0.495198	0.621330	0.621330	0x009F0F8
508	0.496175	0.621560	0.621560	0x009F1E9
509	0.497151	0.621790	0.621790	0x009F2DA
510	0.498128	0.622019	0.622020	0x009F3CB
511	0.499105	0.622249	0.622249	0x009F4BB
512	0.500081	0.622478	0.622478	0x009F5AC
513	0.501058	0.622708	0.622708	0x009F69D
514	0.502035	0.622937	0.622937	0x009F78D
515	0.503012	0.623167	0.623167	0x009F87E
516	0.503988	0.623396	0.623396	0x009F96E
517	0.504965	0.623625	0.623626	0x009FA5F
518	0.505942	0.623855	0.623855	0x009FB4F
519	0.506918	0.624084	0.624084	0x009FC3F
520	0.507895	0.624313	0.624313	0x009FD30
521	0.508872	0.624542	0.624542	0x009FE20
522	0.509849	0.624771	0.624771	0x009FF10
523	0.510825	0.625000	0.625000	0x00A0000
524	0.511802	0.625229	0.625229	0x00A00F0
525	0.512779	0.625458	0.625458	0x00A01E0
526	0.513755	0.625686	0.625687	0x00A02D0
527	0.514732	0.625915	0.625916	0x00A03C0
528	0.515709	0.626144	0.626143	0x00A04AF
529	0.516686	0.626372	0.626372	0x00A059F
530	0.517662	0.626601	0.626601	0x00A068F
531	0.518639	0.626829	0.626829	0x00A077E
532	0.519616	0.627058	0.627058	0x00A086E
533	0.520593	0.627286	0.627286	0x00A095D
534	0.521569	0.627515	0.627515	0x00A0A4D
535	0.522546	0.627743	0.627743	0x00A0B3C
536	0.523523	0.627971	0.627971	0x00A0C2B
537	0.524499	0.628199	0.628200	0x00A0D1B
538	0.525476	0.628427	0.628428	0x00A0E0A
539	0.526453	0.628655	0.628655	0x00A0EF9
540	0.527430	0.628883	0.628883	0x00A0FE8
541	0.528406	0.629111	0.629111	0x00A10D7
542	0.529383	0.629339	0.629339	0x00A11C6
543	0.530360	0.629567	0.629567	0x00A12B5
544	0.531336	0.629795	0.629795	0x00A13A4
545	0.532313	0.630022	0.630022	0x00A1492
546	0.533290	0.630250	0.630250	0x00A1581
547	0.534267	0.630478	0.630478	0x00A1670
548	0.535243	0.630705	0.630705	0x00A175E
549	0.536220	0.630933	0.630933	0x00A184D
550	0.537197	0.631160	0.631160	0x00A193B
551	0.538174	0.631387	0.631388	0x00A1A2A
552	0.539150	0.631615	0.631615	0x00A1B18
553	0.540127	0.631842	0.631842	0x00A1C06
554	0.541104	0.632069	0.632070	0x00A1CF5
555	0.542080	0.632296	0.632297	0x00A1DE3
556	0.543057	0.632523	0.632524	0x00A1ED1
557	0.544034	0.632750	0.632751	0x00A1FBF
558	0.545011	0.632977	0.632977	0x00A20AD
559	0.545987	0.633204	0.633204	0x00A219B
560	0.546964	0.633431	0.633430	0x00A2288
561	0.547941	0.633658	0.633657	0x00A2376
562	0.548917	0.633884	0.633884	0x00A2464
563	0.549894	0.634111	0.634111	0x00A2552
564	0.550871	0.634338	0.634337	0x00A263F
565	0.551848	0.634564	0.634564	0x00A272D
566	0.552824	0.634791	0.634790	0x00A281A
567	0.553801	0.635017	0.635017	0x00A2908
568	0.554778	0.635243	0.635243	0x00A29F5
569	0.555755	0.635470	0.635469	0x00A2AE2
570	0.556731	0.635696	0.635695	0x00A2BCF
571	0.557708	0.635922	0.635922	0x00A2CBD
572	0.558685	0.636148	0.636148	0x00A2DAA
573	0.559661	0.636374	0.636374	0x00A2E97
574	0.560638	0.636600	0.636600	0x00A2F84
575	0.561615	0.636826	0.636827	0x00A3071
576	0.562592	0.637052	0.637052	0x00A315D
577	0.563568	0.637278	0.637278	0x00A324A
578	0.564545	0.637504	0.637504	0x00A3337
